user_id,sku_id
229228,73398
204740,15258
240785,24371
222411,154636
232674,18412
256901,145895
208246,167310
299480,152478
221587,76270
213238,84389
218118,63006
247006,16839
297667,120189
219754,63006
206809,169819
236792,32465
223410,117996
270625,136670
288136,39830
211492,5505
292426,128988
286870,79636
285286,90621
282665,152478
215517,36171
221200,46990
276732,61226
256764,125756
274658,32465
263366,59175
295122,36100
304841,63006
234040,88295
230824,75489
273794,6533
243424,61531
267765,122341
292174,61581
223650,166707
255005,89802
277827,94561
275525,18103
231399,138151
234108,61531
274771,154636
219354,62863
221037,47895
271371,21457
215602,37254
212001,16839
229431,161193
204511,79636
269689,153551
291754,148596
228309,142140
256240,57018
282350,10321
232245,12564
224285,62872
234519,38639
222209,75527
242317,57161
301013,93180
248314,152478
225001,103234
211500,135409
295760,18412
233485,61226
242034,12564
265961,52343
236598,131300
252260,5825
292152,161870
241801,37957
230331,127896
294830,16839
269510,26372
271619,57018
205042,125110
224387,69230
213476,123578
268891,146523
256721,84389
204424,95850
281263,153551
202168,12564
259760,98008
245717,32465
247507,32465
232344,153551
303371,63006
244972,136670
294118,14181
220509,126906
215215,112604
279921,63006
234085,164258
294268,93180
207176,123016
206046,63006
262256,132782
216079,18189
241003,77571
271226,40336
258928,166624
266132,152478
291091,94652
288102,73469
295453,67924
246160,40943
270996,147796
258472,157137
210314,5505
303069,59175
272047,57161
239315,145946
200598,6533
224820,38955
248802,158864
207202,109728
241057,142140
244632,77571
258873,12564
218500,40336
228554,9702
223053,70352
270684,125756
222107,14181
260319,32465
299372,160476
248542,103881
237722,62476
211230,14181
201341,154636
218321,44854
301517,40336
227600,167983
276435,12564
211875,62863
258396,135409
283312,151327
258457,164544
272374,139483
269059,44854
213921,18412
283892,22499
221283,75489
266566,81708
270423,47107
224706,149641
268980,128977
280983,103234
251785,12564
260909,63006
284699,89802
250469,57018
213430,65520
255619,153551
261929,28295
232780,18103
207595,164258
218522,60230
227248,37957
284046,132417
249269,55562
302313,62351
272347,63006
224110,82913
278620,93295
216005,67973
204911,75877
215256,11640
236759,12564
254332,160476
238526,61226
283980,40336
241028,84389
282457,67241
281489,74517
289923,36307
213126,5505
204486,169819
298242,12564
231287,31302
208840,12564
231237,31628
266767,154636
230925,149854
217800,57018
267778,142140
296609,169819
234707,147833
287020,81462
238642,166707
281904,57018
261475,151327
279862,57018
220937,23696
268360,36307
236008,62863
229217,127735
217540,134619
259616,28295
262413,103234
236198,36307
216366,155707
210988,89802
216687,75539
252823,57297
267936,149854
226891,57018
236232,128977
260050,103890
239774,48895
303217,26439
303664,159439
236250,76270
292834,79636
206873,40336
254080,152478
255575,125756
276777,167985
224114,16839
298949,57018
295848,10325
249663,103890
277708,126906
285910,32465
252337,31662
276003,63006
218616,84409
242677,169819
262738,47895
251413,152478
277739,169819
215666,63006
227874,36307
232476,165814
213245,153551
264935,93295
242533,1676
289636,108399
213244,103652
222025,84409
237897,12564
231000,142140
283661,42721
268478,12564
288364,62863
289316,119979
243826,69209
264499,12564
220341,61531
296909,147796
298595,128988
271592,21147
260478,22499
301402,138853
241035,141460
227171,152478
211998,163754
293435,57018
222035,3882
234315,88975
204371,84409
262697,69209
279341,18412
203426,15259
304178,131300
268965,151940
208626,139565
245628,68767
262698,168230
290765,89802
241800,135187
296525,13785
283430,75849
266129,18031
229126,38594
223290,149058
206286,149641
274734,104955
292420,141167
295423,168651
294206,47193
231154,6533
281179,85557
222784,15259
250464,62863
294151,79636
222907,109728
267188,42721
289694,73398
269944,12568
274640,137193
219348,47193
205399,103652
229906,12564
269898,98253
221113,153395
230193,164215
302455,63006
269920,55674
291581,61592
214769,63006
286046,6754
240597,20308
215404,98008
236121,36307
210639,63006
210686,57018
298240,63006
294060,164318
243493,79636
257200,125704
278084,32465
287678,154636
210770,119979
216884,21147
200322,121033
283640,73398
223804,45813
228088,12564
206194,112332
298445,163392
239934,126335
268945,32865
292318,32465
239765,25987
238792,87502
280026,154636
235779,81462
208182,134289
248226,125704
280084,60330
239833,57161
268605,50121
294534,62863
261379,123016
277745,60955
215729,12564
227698,154059
256429,36307
214537,6533
247519,154636
255773,20308
204823,68615
216273,84389
221688,89874
270055,162498
278621,14163
295599,109093
232629,15921
232887,103014
293459,73398
289086,25987
261829,20308
214095,61226
231187,77447
238177,154636
215400,154636
220303,15661
206105,108824
254237,93180
298563,79636
258527,57018
225194,12564
242374,112332
255605,15661
216280,131777
263805,74141
227694,52343
292261,103234
275442,109728
266785,113305
238130,153551
283859,125363
249099,32465
269322,15259
236826,12564
254296,18412
229365,18412
200987,125110
229325,152179
254916,12564
269282,127367
258988,154636
285734,119111
234809,21147
258474,103887
261273,128089
236505,117996
276866,37995
223222,63006
294638,169819
249093,75489
207099,153551
278143,57018
222312,12564
286156,48895
256078,147796
228367,31662
259691,103014
260717,153698
254196,79520
235791,22499
301298,65520
238908,126906
277581,40336
267230,97025
208636,67755
219696,153551
223264,24371
267032,103234
231840,62863
263218,57845
224650,32465
231576,37254
238761,145990
222616,123578
238043,167310
256140,161265
282819,138853
221495,61531
301754,62863
273647,125756
232461,94405
260076,63006
274723,61581
254584,138778
280656,40336
209890,164544
235194,29512
274033,33445
206150,152478
229150,20308
221633,61592
216908,77837
245306,128988
296920,134619
228142,81462
269132,154636
228353,103234
303192,99646
284082,14181
295120,79636
305178,5505
261460,44854
258737,60861
234548,85557
280864,14577
267048,154636
241111,37957
240196,164544
239507,144170
243354,63006
291306,40336
267425,36171
202822,62863
202227,147796
248019,44854
211514,18412
211988,126146
257946,157597
275511,48154
231860,64036
213811,38639
268726,1020
292445,37957
275190,32465
259677,145946
226287,50688
254956,79636
257889,74517
278570,126146
202654,73398
247737,149641
202386,53638
273196,63006
240178,63006
251087,62863
219655,164258
217019,125756
221981,134619
271794,125110
295167,128988
271463,157381
263122,154636
227690,63006
273758,133730
301688,40336
203457,69355
225312,11640
247640,57297
247360,125756
299421,22030
202657,50482
284683,128567
250220,68767
230768,119979
209434,134330
209589,112274
267594,12564
205028,153607
253973,79520
299928,18103
218130,24371
286845,15259
298730,52343
303632,81708
209244,79106
288454,12564
207038,79374
223340,154636
220201,70352
292150,117452
227030,75489
240347,96887
302234,6533
274932,21147
303137,73265
218872,91393
276564,124997
278359,141094
295575,5825
204989,36748
291382,147654
225297,44854
256999,94944
247802,15259
212660,59175
223320,43062
246807,52343
271934,14433
224456,147796
208029,97502
216561,75877
299037,47895
227281,103652
293045,21147
242813,64974
256789,79636
209509,152478
246187,38222
208386,160476
281800,70352
248854,56234
223317,64467
223296,32465
234590,10325
266939,156064
283381,65520
243303,75877
227610,44854
290558,111999
225813,103652
296411,57161
223637,154636
292404,32465
242681,131777
214622,63006
244209,21147
240054,127367
258899,15258
238538,79520
300106,12564
259492,168651
229225,40336
212859,126906
287352,107012
212168,116746
203849,24423
240232,12564
269174,7498
256434,134084
212485,23696
265810,18412
218144,85689
288848,150552
244394,81462
270976,75489
228647,152478
248409,169726
253747,169819
220208,160476
211897,60861
206860,62863
235814,116670
258198,79636
250726,145946
289797,36171
217975,19628
243845,119979
237590,79520
200040,131300
220140,14181
281672,136244
246866,64794
233582,68615
259588,125756
286939,149641
228245,78694
250365,49488
281460,160476
299313,84409
282063,169559
267456,88295
207352,36307
240428,57161
212630,153551
264371,148421
291921,70839
280935,32465
212659,103652
241011,149641
258401,70352
211742,166707
235971,36307
288524,84389
266198,30460
283803,103890
248056,92909
204245,166707
241071,109728
221400,52343
224853,63006
226987,52596
284752,80322
276130,59175
278067,57018
204569,24371
208850,134619
270742,109093
268492,15921
270164,103652
211791,144549
233583,42721
201477,31662
291887,158870
243345,47193
296473,20546
250637,108399
261582,154636
249059,169819
243067,133436
288694,116489
220271,21147
244006,112332
280684,15391
221629,47193
231305,72855
212062,13334
251469,63006
231245,107711
288618,40336
254833,153551
213746,128988
235510,47193
227393,69355
224783,91393
224726,53857
277330,73469
241435,40336
223412,152478
286576,152872
203972,71110
250626,48895
288796,32465
268324,127896
288595,31662
303493,5505
244601,47895
209077,15259
244272,168651
229875,31662
243161,36307
202684,84688
223033,94944
254442,1745
207424,36307
294142,12564
201082,12564
246862,91437
205628,160476
254625,63006
301843,37957
295451,38222
229667,52343
213533,112332
207808,32465
284027,109518
200288,166707
255514,120211
211494,81462
263812,63006
286225,154636
292514,28295
273915,78949
252780,99646
273062,77571
231417,36685
209686,26133
279366,15259
281282,31662
274217,57018
270795,84389
278870,64467
297325,52343
208103,65520
245695,64508
255721,65729
301247,40943
252172,126146
253471,136244
279489,151541
285195,164544
218418,57018
206355,134289
286048,47193
206406,13933
265846,152478
219567,31662
290938,103652
202958,13349
268485,65520
299585,21147
211237,128567
280668,75877
206438,154636
261283,31493
276879,44854
284019,136670
261925,79636
242520,149854
288828,126146
223617,11640
304606,130022
209517,58568
202387,16014
242506,151327
209038,97025
229627,47895
275627,32465
258393,90973
243585,84409
209347,63006
217373,115867
301601,44854
219369,58024
303680,152478
276244,57018
233939,52343
298713,26372
209242,120189
258499,113202
255027,140807
269893,141039
280228,7746
220698,164258
303891,52343
279436,125756
216505,37931
271383,85557
265234,151327
262954,152478
217190,63006
201590,120189
203081,5505
295065,122664
267045,25987
205885,36307
300344,63006
283042,49311
227327,127735
253459,97097
299090,6754
294161,39425
282829,81462
266979,103132
257305,62351
229203,21147
302307,57018
243015,166354
280333,103234
276421,126146
265976,154636
256705,154636
268327,47193
285929,105064
245603,32715
272654,103234
302034,103652
202987,134084
226615,77571
260307,37957
212430,37957
254908,154636
213094,62351
233383,73398
253728,46990
228567,75877
243932,21147
301812,152478
256431,73469
238571,64508
292140,168478
282435,133477
206758,57386
280384,116881
253307,39721
230114,18412
230874,149641
236578,40336
218929,73427
211269,14163
262910,10179
213936,5825
207069,164554
219124,114640
201112,152478
288347,154636
276891,145990
211018,52343
297580,69209
248491,59820
215504,36307
236219,135409
245447,154636
288048,89329
240868,21147
241447,50290
268935,32465
236129,40336
267408,127735
210453,62085
255178,73265
223066,117452
208193,151327
272364,37254
251733,50688
219770,127735
240392,148001
217559,50688
253929,154636
224615,73398
299008,153531
212408,11640
203946,101181
279611,12564
286921,78694
237989,41101
242858,18412
274673,9702
282514,166354
278411,148434
213374,52343
207000,166707
213071,32465
292000,125704
229570,168651
300079,109912
252683,56171
296166,116489
283095,37957
246122,12564
303730,123016
246240,28295
206556,70839
261907,140807
252890,81462
201392,165814
223995,64711
233208,19960
260907,131300
202409,36307
283455,63721
253236,154636
288546,14163
260193,81462
201546,18412
206516,24371
288296,57018
222208,123578
214011,164211
204885,74141
227103,57018
303520,73469
244823,47193
247447,144217
208577,37957
224702,81462
256845,51477
218095,161193
248809,152478
215964,59175
205224,31302
223421,24371
301000,40336
279741,40336
265511,119979
206933,28754
206216,134084
237640,22499
250275,7746
206224,110974
241526,145990
294146,154636
201441,61581
301068,168651
273538,124997
241266,27858
286014,160476
228426,8515
294735,134084
240523,69209
290931,5825
292130,149854
231980,36307
299501,116489
297187,153698
256185,151541
280032,52343
239003,44854
207511,86942
256311,94703
300838,62863
200033,44854
297206,64508
218435,12564
222404,31493
286276,153395
295542,154636
264571,14163
261318,12564
200847,103652
240960,62863
219090,21147
226528,52343
293913,60297
215749,31662
263357,84389
226222,88295
225383,93295
218019,131300
295193,103652
284629,89802
303061,107012
273530,140807
212120,32465
227343,145990
248412,24371
215651,127103
262041,74517
284138,57018
247525,155017
302610,127735
269641,134084
223464,50290
231836,149854
223409,84389
218289,109728
295855,1101
277970,59175
296899,63006
272158,116597
249335,15259
226380,128988
265806,142667
211790,109728
202782,32465
282887,65520
289034,153551
225461,12564
235485,47193
293944,147796
293541,151327
281615,69209
242161,48895
249036,126146
253965,29512
255890,149295
239182,5825
303636,131300
282855,84409
252948,64974
210895,62863
223438,14577
200088,121033
303957,137054
283011,153396
247398,88295
221591,22438
209616,103014
227521,127367
218005,53857
298371,75877
267164,57018
277073,121622
287154,37995
270445,5825
277742,134619
259752,47193
225733,18412
267350,11640
232291,69355
304553,144364
218737,109728
300205,79405
273555,126146
256096,153523
284067,154636
232857,166354
258490,32465
233865,74517
266496,63006
209231,12564
300633,126035
255533,63006
280012,24679
203534,20308
251579,115215
283690,131300
253287,59175
272536,63006
277948,116489
217163,24679
290857,78797
274291,164318
281182,127735
236606,88295
274409,154636
257594,128567
208802,98253
274679,129433
237260,62863
263547,107012
206445,87181
260163,89802
258745,123773
283468,18412
300878,164506
271175,126146
200190,62863
243723,68767
272110,145946
239842,57018
244277,166697
259977,52343
261174,56389
232086,59175
232608,144170
256504,12564
256172,88295
266056,87502
213249,14163
273987,73469
293203,152478
243889,65700
241106,20308
232969,138434
272268,52343
283448,77571
215305,128988
226892,12564
231458,63006
207401,128747
289404,21147
245313,127735
214975,44727
201002,125756
296255,12564
262701,149641
256372,113305
285336,58568
201287,82836
237422,79636
218303,76270
221885,57018
258158,47895
220715,21457
233807,52476
248218,1745
212599,18412
243573,32465
207070,89802
223930,57161
247836,156199
273320,103652
249361,36307
237516,67755
270305,32465
283861,111225
303163,62863
302587,123163
258381,57018
233819,30195
273376,48895
293266,73469
257479,44854
228025,88295
233755,121950
265413,88295
252727,21147
286649,12564
234076,134619
242884,12564
251160,107012
292189,14163
254012,109083
254329,12540
240003,101181
284530,109728
249945,62872
295885,37254
293969,12564
209018,63006
289884,31662
263047,84389
283852,154636
284450,63006
225514,20308
264562,134619
214965,23696
226699,162498
288030,47107
227675,74141
235812,72855
261620,154636
276785,61531
209474,76270
240814,114640
206989,29670
297275,57161
250601,149641
221011,115210
227446,2340
242392,140807
250769,94561
270299,85557
248129,6809
296809,128988
296740,124997
244040,131300
228830,5505
254604,37987
217491,151327
292248,126906
284738,154636
221764,88295
235069,72771
303254,79405
267505,63006
206522,131300
299423,87310
223124,138151
266356,9702
278991,154636
242842,157120
264793,63006
269606,152478
228800,124997
301385,156064
217267,40336
201896,84389
206128,12564
214289,59175
266984,57018
246799,103014
243159,155017
204132,47193
252316,15259
292484,109083
242136,169819
203055,21147
257746,63006
258735,68767
264702,164544
271237,78694
232988,41101
239600,32465
217348,7746
272812,5825
292627,103132
252770,76270
201999,84389
236870,15661
289386,105559
216145,52343
218264,140166
212837,160537
252110,24371
229508,128977
264660,65520
275321,153551
295973,153395
237997,61531
237258,48154
253080,83144
242968,25987
288211,154636
235035,109728
200863,154636
209189,39425
278804,125756
281822,276
305080,24371
288991,32163
233057,107012
227382,169819
271896,5505
236899,14163
236274,103652
250198,12564
294216,97097
276017,103234
224567,12564
200275,73013
248476,75539
234396,50290
221630,47107
262978,44854
253393,60861
267322,28295
283249,153551
304527,142829
223850,94703
209445,57018
206523,138151
226520,32465
238153,107012
201250,32465
234870,154636
213594,154636
276631,65520
265236,21150
203764,65700
256670,43940
222462,103132
205779,42638
221641,116497
242426,97948
283262,20308
230436,32465
256268,166707
224274,135409
296045,109144
218180,52343
225104,154636
263176,70352
276275,60230
214319,115782
257347,81462
303400,153395
232151,9702
223638,146523
246722,44854
264152,108824
232147,146523
239511,36307
228181,154636
253200,63006
248297,138151
215179,57018
223746,73398
264239,5484
300368,47193
229712,57161
211361,36171
276844,111999
260679,128988
253387,111404
235787,74049
210674,103234
234924,133029
222503,52343
275250,40336
248383,52343
277087,94944
277288,109083
217249,129010
282677,103132
207447,94561
207427,155233
252731,32465
292664,149711
278256,128747
300740,47895
227981,62863
303485,63006
222769,156064
244878,95850
287980,12564
287061,5505
210364,58388
282037,107012
286034,159397
293222,65520
239939,162658
283512,87502
261850,64794
201223,161265
215476,32465
268826,52195
243466,31662
208496,55092
212267,125522
229140,160209
240732,39425
295064,81287
266943,12564
293956,71271
260676,128089
220145,23696
213424,63852
263620,81462
213740,109083
206554,65520
294533,106622
278319,63006
250558,161792
241047,154636
240977,65520
301767,125756
235556,117452
250773,117996
221254,62863
294969,125756
219198,75877
228895,113305
212124,36307
226226,18412
213074,9702
250265,123016
243167,61531
290322,126906
268270,92466
268787,98253
205287,156199
295943,142140
300442,113916
203127,57018
253761,92909
229487,116489
272055,46835
211778,155707
202587,52343
264325,105559
254169,103234
240841,163949
277307,65520
260840,168651
282890,147796
256547,63006
271405,65520
243771,67241
297911,15781
226195,84409
238368,15781
216573,131300
260819,57018
304796,68767
202255,73427
201393,84409
281994,22876
223855,48154
241988,5825
291348,135409
215645,103652
272357,152478
249259,128747
219724,75849
303976,76270
288898,68767
230315,113202
217695,62863
269234,154636
238568,15259
246985,107012
234708,12564
244879,159296
256475,5825
273274,134619
228438,152478
208644,21147
268992,31662
220505,133029
245364,5505
278070,37931
217090,13785
257317,125756
206944,15259
265384,52343
263487,62351
219881,140121
216606,17470
279188,166876
221733,130291
271195,79520
299082,62863
235270,93652
204547,147796
248857,57018
232888,52343
232339,151327
290862,12564
228490,94944
230299,166707
206262,128988
229726,126906
294782,20308
209335,52343
244395,75849
210835,169819
290056,147796
255900,122664
240104,57018
206199,39425
283821,79636
277118,108824
219205,80462
264647,18412
286969,48895
201720,145946
292957,152478
300350,37957
226755,96112
223303,75877
293130,153551
239771,56792
274555,70839
273344,32465
259992,62351
277892,154636
261156,62863
232399,166707
262873,106759
227433,152478
235851,37957
205775,158152
203366,103132
222881,63006
255329,142140
241386,40336
215388,46990
223910,52343
296770,166707
270957,68615
243877,103234
216313,6238
215993,47193
288741,154636
223375,93180
236912,14163
229654,44854
237233,102110
274699,68767
224619,14163
229046,12564
246212,154636
246585,12564
207196,152478
224555,63006
239740,138122
290084,132417
260367,24679
288523,11090
278817,159166
268536,148434
257707,132835
266833,64974
240236,125412
239961,24371
225142,60861
256552,69355
262782,149641
245869,154636
264394,12564
260324,32370
294389,70873
206598,47193
234424,84409
212093,39425
206866,103234
231863,14163
275752,145946
207767,37957
200477,44854
273519,42199
246499,47895
296063,42721
282965,37957
258954,87738
266275,64974
211098,60861
234239,12564
300716,141460
240721,73469
241479,152478
244739,16141
253331,14577
222481,142477
248132,104921
297528,71110
273477,153395
288001,131300
228122,119979
241478,14163
278219,109105
255149,18103
254675,162658
253341,103132
259522,160209
209213,97097
282847,97025
293261,145946
244262,15661
239488,57018
284239,62863
219378,5825
223270,147796
266077,17215
216165,44609
276255,24679
227268,79636
263910,12564
210093,128977
211290,44854
243804,24371
267478,134619
302635,142829
209258,119979
291483,48939
296450,69209
203545,12564
239323,160476
282691,153395
212395,60861
268880,123773
217762,34517
259053,138434
226359,63006
301664,129001
228275,63551
226966,14163
222148,41840
239631,161870
235861,109728
268484,145946
231398,161193
207552,168651
284729,166955
218058,51371
252665,147567
241842,73398
260094,63006
259519,131300
238367,75525
288540,147796
265713,123578
293337,61531
221455,128747
214978,31662
275979,159439
276054,12564
241819,5505
206990,48895
274248,73842
208664,62863
281144,63006
256303,166354
234719,39625
219310,88295
215144,164258
251647,154636
248407,136754
206654,166707
219459,21147
275376,62863
240541,134084
278642,12564
288790,103652
215449,40336
233816,148434
304819,82913
223766,57018
245070,149641
230159,153698
217386,79520
264022,75489
290856,166354
206211,115495
302756,18412
258850,21147
204320,97526
208564,96887
302031,63006
238909,84409
243243,133029
267113,117452
213569,14433
290240,116489
302751,154636
215804,93180
214819,149641
206500,103132
279926,52195
202706,163754
225245,42199
200363,131655
249587,62863
285968,123016
249676,56747
244658,47895
203321,154636
229052,79520
225471,37957
273447,62863
249171,126146
262403,113305
297999,28295
303667,51477
210691,4366
273880,62863
206647,154636
263779,18412
275526,69209
258033,142762
284588,63006
215187,167310
275048,130278
289614,37957
277766,98008
289398,76270
239505,126146
268178,94944
226653,102110
304676,63006
305123,154636
211649,32465
229859,164609
223692,162498
286458,154636
258590,76270
201399,14433
200822,63229
286486,76270
274981,12564
275037,12564
298626,164258
200512,32465
218914,12564
222310,80030
244677,119979
277176,63006
275043,133029
270525,125756
271868,12564
243835,59175
255858,69672
258750,81462
245793,52343
287601,32465
266181,60861
288734,21147
302775,127367
223633,37638
237106,168651
272662,128988
219405,63006
293729,63006
233105,14163
301304,57018
298899,134619
285577,149854
287468,76959
217755,14433
240212,103652
247093,31662
268615,57018
293799,60230
236148,73427
241681,149854
223359,40336
266681,78694
266445,122664
225653,154636
301226,141460
232632,69858
267572,10321
300992,118008
239063,4285
281208,24371
300128,31662
281825,63006
211733,61226
228755,22499
296278,128567
211184,105922
276087,55092
277481,111225
211670,36371
296820,152478
246388,63006
219704,5825
280627,18024
225433,37957
247676,146523
210531,107012
207494,152478
221337,103652
219746,276
208157,124536
240770,65520
256579,42721
276050,128747
251724,12564
242845,47895
232593,149641
215153,97025
205031,24371
296459,153551
227300,18103
207512,154636
276820,40326
272025,36307
294889,52195
216558,57018
248075,24371
264822,154636
283996,97025
204610,160209
293237,62863
249822,103652
297664,37957
300408,125704
207576,59175
285325,119657
273487,55849
268572,63844
241110,57018
210019,48895
230434,166707
305172,113549
238456,36307
291568,12564
230499,4366
300382,114333
211848,64229
264043,120211
250530,153698
236634,153551
294861,18412
234496,132082
258197,36685
201466,20308
263262,47107
224113,154636
227723,164143
297412,32465
243029,125756
240820,31662
275530,62872
256752,79520
233728,30528
294647,63229
263828,47193
212726,157827
283182,60230
260921,21147
254884,57018
217745,12564
303916,126535
289255,32465
283432,18103
248957,97025
276919,63006
266996,63006
228933,31662
292681,11640
215965,14181
292523,22319
288643,13785
261027,12540
212026,5825
245451,36307
259549,36307
284555,47693
290298,154636
288237,22499
206914,69586
