user_id,sku_id
256268,166707
296240,5825
232319,21147
234987,144170
264585,15921
237453,18412
276244,57018
207567,144129
228568,6754
222148,41840
200498,96887
217578,131300
295066,52343
227981,128988
298730,52343
279691,129476
250386,20308
294355,151327
211778,155707
217114,73469
214165,84389
243889,65700
233485,61226
210928,38222
250234,109728
253260,57018
202822,62863
214319,7498
221623,166707
234999,107012
237498,18412
206873,40336
256221,32465
219348,47193
250464,62863
223633,37638
226589,88295
264152,108824
220341,61531
225410,40336
222683,114640
297077,70352
294142,12564
216389,169819
236826,63006
290891,21147
289861,75489
247093,31662
211473,63006
243103,47895
263805,153551
277085,21147
284078,6533
232519,59175
266732,5825
244734,12564
238515,138151
278817,73469
278834,166354
303636,131300
225295,52476
288030,47107
277154,50181
254797,149641
295677,60297
303189,57018
295505,21147
204759,57018
262485,15106
237450,108824
290931,101181
291838,24371
257118,126146
290851,94944
294161,39425
210856,75877
245036,31662
303287,109728
211374,63006
303061,107012
289823,52343
286939,149641
271868,12564
219036,63006
266648,21147
260329,117452
206411,138778
280983,103234
248129,6809
282906,59175
294747,40336
206602,94561
260521,153395
229431,36307
301402,138853
257653,64467
223393,63006
262910,10179
207253,74141
215652,169819
286576,152872
207285,128988
247526,36307
206278,63006
282839,107012
211686,126146
205038,100589
270042,97025
258745,123773
263506,84389
298849,47895
236128,63006
282411,154636
257602,149223
261895,57018
290687,97025
300629,63006
237983,20308
277251,81462
279436,125756
230824,140915
227393,69355
274592,128567
238041,109728
207970,117452
255211,154636
263262,47107
220303,141167
201271,37957
206747,160931
287249,164211
257305,62351
274932,21147
244641,152179
229788,24371
292943,32465
249597,52343
299117,62863
295235,79636
250469,57018
244524,20308
262403,113305
224977,13334
302411,69209
270812,103132
237385,47895
256172,146523
211790,109728
299869,128747
240455,160476
210115,124997
229262,86942
286902,63006
267926,97025
226806,44854
211797,63006
270032,152478
270787,154636
301421,60330
248226,125704
269510,117996
205042,125110
238080,57161
258422,38639
227205,24371
216597,44854
301385,115851
243518,109728
274889,47193
257213,12564
